id,Name,University,level,Link,About
2891,Instant Bodhran - part one; learn the basics of drumming now,Udemy,beginner,https://www.udemy.com/instant-bodhran-learn-irish-drum-for-fun-and-in-sessions/,Musical Instruments
2892,"Play The Piano By Ear | Master Class, Learn By Doing",Udemy,intermediate,https://www.udemy.com/playing-piano-by-ear-master-course-learn-by-doing/,Musical Instruments
2893,Discover Classical Guitar Level 2   ,Udemy,intermediate,https://www.udemy.com/discover-classical-guitar-level-2/,Musical Instruments
2894,Fingerpicking Classics - Great songs played fingerstyle!,Udemy,intermediate,https://www.udemy.com/fingerpicking-learn-fingerstyle-guitar-songs/,Musical Instruments
2895,6 Must Know Tricks to Successful Solos,Udemy,intermediate,https://www.udemy.com/6-secrets-to-successful-solos/,Musical Instruments
2896,CAGED System for Guitar (Guitar Lessons from Lutz Academy),Udemy,intermediate,https://www.udemy.com/caged-system-for-guitar/,Musical Instruments
2897,Learn the Violin - No Music Experience Necessary!,Udemy,beginner,https://www.udemy.com/learn-the-violin-no-music-experience-necessary/,Musical Instruments
2898,Your Second Course on Piano: Two Handed Playing,Udemy,beginner,https://www.udemy.com/learn-to-play-piano-level-1/,Musical Instruments
2899,How to Design Your Own Guitar,Udemy,intermediate,https://www.udemy.com/how-to-design-your-own-guitar/,Musical Instruments
2900,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,Udemy,intermediate,https://www.udemy.com/swing-acoustic-blues-guitar-lessons/,Musical Instruments
2901,Play Sonny Terry style on Harmonica and dazzle your friends!,Udemy,intermediate,https://www.udemy.com/benhewlettharmonicatuition60sonnyterryriffslevel1/,Musical Instruments
2902,Blues and Advanced Guitar Lessons,Udemy,intermediate,https://www.udemy.com/blues-and-advanced-guitar-lessons/,Musical Instruments
2903,Learn basics of South Indian Carnatic Flute Step by Step ,Udemy,beginner,https://www.udemy.com/carnatic-flute/,Musical Instruments
2904,Basic Piano Hymn Playing,Udemy,beginner,https://www.udemy.com/basic-piano-hymn-playing/,Musical Instruments
2905,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,Udemy,intermediate,https://www.udemy.com/magic-of-eb-key-12-piano-tips-to-play-open-10-ballad-feel/,Musical Instruments
2906,Piano Music Theory (Back To Basics) by JFilt,Udemy,beginner,https://www.udemy.com/piano-music-theory-back-to-basics-by-jfilt/,Musical Instruments
2907,Guitar - 12  Strumming Patterns You Must Know For Guitar,Udemy,beginner,https://www.udemy.com/12-must-know-strumming-patterns/,Musical Instruments
2908,Guitar Lessons for complete beginners - super simple and fun,Udemy,beginner,https://www.udemy.com/guitar-lessons-for-complete-beginners/,Musical Instruments
2909,CAGED Pentatonic System for Guitar - Level 3,Udemy,intermediate,https://www.udemy.com/caged-country-guitar/,Musical Instruments
2910,Classical Guitar Essentials - The Basics Part 2,Udemy,intermediate,https://www.udemy.com/classical-guitar-essentials-the-basics-part-2/,Musical Instruments
2911,Introduction to Piano - By PGN Piano!,Udemy,beginner,https://www.udemy.com/introductiontopiano/,Musical Instruments
2912,Keyboard Instruments - Read Sheet Music for Piano Fast!,Udemy,beginner,https://www.udemy.com/play-songs-on-the-piano-from-sheet-music/,Musical Instruments
2913,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,Udemy,beginner,https://www.udemy.com/absolute-beginners-30-day-guitar-challenge/,Musical Instruments
2914,Drumming Accelerator: How To Get The Best Start Possible,Udemy,beginner,https://www.udemy.com/drummingaccelerator/,Musical Instruments
2915,Play Piano 4: Improvise on popular song Yesterday chords,Udemy,intermediate,https://www.udemy.com/play-piano-4-improvise-on-popular-song-yesterday-chords/,Musical Instruments
2916,Beginner's Guitar Lessons - Crash Course for Busy Adults,Udemy,beginner,https://www.udemy.com/guitar-crash-course-for-adult-beginners-who-want-to-play-now/,Musical Instruments
2917,Getting Started with the Guitar in 5 Days,Udemy,beginner,https://www.udemy.com/guitarin5days/,Musical Instruments
2918,Guitar Lessons - String Bending And Vibrato Essentials,Udemy,intermediate,https://www.udemy.com/guitar-lessons-string-bending-and-vibrato-essentials/,Musical Instruments
2919,Piano With Willie: Blues n' Boogie Vol. 1,Udemy,intermediate,https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-1/,Musical Instruments
2920,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,Udemy,intermediate,https://www.udemy.com/piano-runs-fills-4-c6-rolling-waves-waterfall-runs-songs-ending/,Musical Instruments
2921,Chugging - it don't mean a thing if it ain't got that swing!,Udemy,intermediate,https://www.udemy.com/getchugging/,Musical Instruments
2922,Make Your Own Ukulele,Udemy,intermediate,https://www.udemy.com/make-ukulele/,Musical Instruments
2923,"Beginner Violin 101: Care, Maintenance, and the Right Gear",Udemy,intermediate,https://www.udemy.com/beginner-violin-101-care-maintenance-and-the-right-gear/,Musical Instruments
2924,Learn How To Play 25 Classic Hip Hop Songs,Udemy,intermediate,https://www.udemy.com/learn-how-to-play-25-classic-hip-hop-songs/,Musical Instruments
2925,Learn Beethoven's Fur Elise on Piano,Udemy,intermediate,https://www.udemy.com/furelise/,Musical Instruments
2926,Play Violin and Fiddle for beginners - it's fun  - Course 1,Udemy,beginner,https://www.udemy.com/play-violin-and-fiddle-for-beginners-its-fun-course-1/,Musical Instruments
2927,Piano With Willie Building Technique with Scales Vol. 1,Udemy,intermediate,https://www.udemy.com/piano-with-willie-technique-builder-vol-1/,Musical Instruments
2928,Christmas Piano Songs For The Very Beginner Vol. I,Udemy,beginner,https://www.udemy.com/christmas-piano-songs-for-the-very-beginner-vol-i/,Musical Instruments
2929,Introduction to Gypsy Jazz Guitar,Udemy,intermediate,https://www.udemy.com/gypsy-jazz-guitar-lessons/,Musical Instruments
2930,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",Udemy,intermediate,https://www.udemy.com/learn-how-to-play-blues-rock-boogie-woogie-piano-today/,Musical Instruments
2931,The Piano Chord Ladder | Learn to Play Thousands of Songs,Udemy,intermediate,https://www.udemy.com/the-piano-chord-ladder-learn-to-play-thousands-of-songs/,Musical Instruments
2932,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,Udemy,advanced,https://www.udemy.com/play-piano-5-improvise-on-misty-eb-key-runs-2-5-chords/,Musical Instruments
2933,Playing Piano: Scales and Arpeggios Vol.I : Major keys,Udemy,beginner,https://www.udemy.com/playing-piano-major-scales-and-arpeggios-voli/,Musical Instruments
2934,Drumming for Beginners - Simple Way To Learn How To Drum,Udemy,beginner,https://www.udemy.com/drumming-for-beginners-learn-how-to-drum-course/,Musical Instruments
2935,Get great playing HARMONICA - a fun new leisure time hobby !,Udemy,intermediate,https://www.udemy.com/benhewlettharmonicatuitionb1/,Musical Instruments
2936,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,Udemy,intermediate,https://www.udemy.com/3-fingerstyle-guitar-techniques-you-need-to-know/,Musical Instruments
2937,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,Udemy,intermediate,https://www.udemy.com/play-piano-3-improvise-chords-to-enchanted-evening-by-ear/,Musical Instruments
2938,"Jazz Guitar Tips, Tricks and Licks",Udemy,intermediate,https://www.udemy.com/jazz-guitar-tips-tricks-and-licks/,Musical Instruments
2939,Piano From Zero To Pro - Beginner Essentials To The Piano,Udemy,beginner,https://www.udemy.com/piano-from-zero-to-pro-beginner-essentials-to-play-by-ear-amosdoll/,Musical Instruments
2940,"Piano: Learn 48 chords in 1 hour,  and always remember how",Udemy,beginner,https://www.udemy.com/piano-hack-28-chords-in-under-an-hour/,Musical Instruments
2941,Walking Bass - Quick Start Guide,Udemy,intermediate,https://www.udemy.com/walking-bass-quick-start-guide/,Musical Instruments
2942,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),Udemy,beginner,https://www.udemy.com/beginner-guitar-lessons-learn-to-play-guitar-today/,Musical Instruments
2943,Blues Bass - Quick Start Guide,Udemy,intermediate,https://www.udemy.com/blues-bass-quick-start-guide/,Musical Instruments
2944,How to speak Pianish (beginner level),Udemy,beginner,https://www.udemy.com/pianish101/,Musical Instruments
2945,Gospel Piano Essentials,Udemy,intermediate,https://www.udemy.com/gospel-piano-essentials/,Musical Instruments
2946,Instant Harmonica - play Leonard Cohen's Hallelujah now!,Udemy,intermediate,https://www.udemy.com/instant-harmonica-play-leonard-cohens-hallelujah-now/,Musical Instruments
2947,Guitar Crash Course (No Experience Necessary),Udemy,beginner,https://www.udemy.com/hub-guitar-crash-course/,Musical Instruments
2948,Beginner Guitar Lessons - Your Complete Foundation Course,Udemy,beginner,https://www.udemy.com/beginner-guitar-lessons-your-complete-foundation-course/,Musical Instruments
2949,Piano Building Blocks: Learn the 24 Most Common Chords,Udemy,beginner,https://www.udemy.com/pianobuildingblocks/,Musical Instruments
2950,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,Udemy,beginner,https://www.udemy.com/oboe-a-beginners-guide/,Musical Instruments
2951,Playing Piano By Ear: Complete Guide for Aspiring Musicians,Udemy,intermediate,https://www.udemy.com/learn-piano-by-ear/,Musical Instruments
2952,"Discover the fun of Spoon playing, a beginners course",Udemy,intermediate,https://www.udemy.com/learn-to-play-spoons/,Musical Instruments
2953,Country Guitar Fundamentals,Udemy,intermediate,https://www.udemy.com/country-guitar-fundamentals/,Musical Instruments
2954,Discover Classical Guitar Level 1,Udemy,beginner,https://www.udemy.com/discover-classical-guitar-level-1/,Musical Instruments
2955,PI-101 Top 10 Classical Piano Pieces for Beginners,Udemy,beginner,https://www.udemy.com/pi-101-piano/,Musical Instruments
2956,Get started playing blues harmonica,Udemy,beginner,https://www.udemy.com/get-started-playing-blues-harmonica/,Musical Instruments
2957,Rockabilly Guitar For Beginners,Udemy,beginner,https://www.udemy.com/rockabilly-guitar-for-beginners/,Musical Instruments
2958,Beginner Piano,Udemy,beginner,https://www.udemy.com/beginner-piano/,Musical Instruments
2959,Step by Step Tabla Course- Indian Drums,Udemy,beginner,https://www.udemy.com/indian-classical-tabla/,Musical Instruments
2960,Play Piano 6 -Improvise on The Way We Were with Power Chords,Udemy,intermediate,https://www.udemy.com/play-piano-6-improvise-on-the-way-we-were-with-powe-chords/,Musical Instruments
2961,101 Blues riffs - learn how the harmonica superstars do it,Udemy,intermediate,https://www.udemy.com/play-harmonica-riffs-like-the-blues-harp-superstars-part-1/,Musical Instruments
2962,Learn To Play The Drums,Udemy,intermediate,https://www.udemy.com/learndrums/,Musical Instruments
2963,Guitar: Master The Guitar Fretboard In 6 Easy Steps,Udemy,beginner,https://www.udemy.com/fretboard-mastery/,Musical Instruments
2964,Play Piano in 30 Days! - Start Playing NOW!,Udemy,beginner,https://www.udemy.com/flyingstart/,Musical Instruments
2965,Curso de Didgeridoo nivel principiante,Udemy,beginner,https://www.udemy.com/curso-de-didgeridoo-nivel-principiante/,Musical Instruments
2966,ブルースギター入門,Udemy,intermediate,https://www.udemy.com/morimusictv/,Musical Instruments
2967,Pianoforall - Incredible New Way To Learn Piano & Keyboard,Udemy,intermediate,https://www.udemy.com/pianoforall-incredible-new-way-to-learn-piano-keyboard/,Musical Instruments
2968,The Professional Guitar Masterclass,Udemy,intermediate,https://www.udemy.com/the-professional-guitar-masterclass/,Musical Instruments
2969,Modern Rock Guitar Techniques,Udemy,intermediate,https://www.udemy.com/modern-rock-guitar-techniques/,Musical Instruments
2970,Complete Guitar System - Beginner to Advanced,Udemy,intermediate,https://www.udemy.com/complete-guitar-system-beginner-to-advanced/,Musical Instruments
2971,Guitar Super System Level 1,Udemy,intermediate,https://www.udemy.com/guitar-super-system-level-1-unlock-your-potential/,Musical Instruments
2972,How to play Piano - Go from a Beginner/Intermediate to a Pro,Udemy,intermediate,https://www.udemy.com/how-to-play-piano-go-from-a-beginnerintermediate-to-a-pro/,Musical Instruments
2973,Guitar Super System Level 2,Udemy,advanced,https://www.udemy.com/guitarsupersystemlevel2/,Musical Instruments
2974,"LEARN HARMONICA, amaze your friends and have fun - it's easy",Udemy,intermediate,https://www.udemy.com/benhewlettharmonicatuitionultimate-harmonica-course/,Musical Instruments
2975,The Complete Piano & Music Theory Beginners Course,Udemy,intermediate,https://www.udemy.com/piano-lessons-music-theory-beginners-course/,Musical Instruments
2976,Ultimate Beginner Guitar Masterclass,Udemy,beginner,https://www.udemy.com/beginner-guitar-masterclass/,Musical Instruments
2977,Quicklessons Piano Course - Learn to Play Piano by Ear!,Udemy,intermediate,https://www.udemy.com/quicklessons/,Musical Instruments
2978,"Learn guitar the Right way! Complete 'KickStarter course""",Udemy,beginner,https://www.udemy.com/learn-guitar-the-right-way/,Musical Instruments
2979,CAGED Pentatonic System for Guitar - Level 1,Udemy,intermediate,https://www.udemy.com/caged-system-guitar-level-1/,Musical Instruments
2980,CAGED Pentatonic System for Guitar - Level 2,Udemy,intermediate,https://www.udemy.com/caged-system-guitar-level-2/,Musical Instruments
2981,Learn to Play Piano From a Concert Pianist - For Beginners,Udemy,beginner,https://www.udemy.com/learn-to-play-piano-from-a-concert-pianist-for-beginners/,Musical Instruments
2982,#12 Hand Coordination: Let your Hands dance with Ballad 9,Udemy,intermediate,https://www.udemy.com/12-hand-coordination-let-your-hands-dance-with-ballad-9/,Musical Instruments
2983,How To Make Money With A Cover Band,Udemy,intermediate,https://www.udemy.com/coverband/,Musical Instruments
2984,How To Play Guitar - For Absolute Beginners,Udemy,beginner,https://www.udemy.com/how-to-play-guitar-for-absolute-beginners/,Musical Instruments
2985,Learn How to Improvise on Guitar in 30 Days,Udemy,beginner,https://www.udemy.com/learn-how-to-improvise-on-guitar/,Musical Instruments
2986,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,Udemy,intermediate,https://www.udemy.com/play-piano-8-play-over-the-rainbow-by-ear-free-improvise/,Musical Instruments
2987,The Best Beginner Guitar Course Ever,Udemy,beginner,https://www.udemy.com/the-best-beginner-guitar-course-ever/,Musical Instruments
2988,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,Udemy,intermediate,https://www.udemy.com/piano-singersongwriter-rhythm/,Musical Instruments
2989,Guitar: Learn 10 CCR Guitar Chord Progressions,Udemy,beginner,https://www.udemy.com/classic-ccr-style/,Musical Instruments
2990,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",Udemy,intermediate,https://www.udemy.com/play-piano-2-improvise-play-standards-by-ear-aura-lee/,Musical Instruments
2991,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,Udemy,intermediate,https://www.udemy.com/learn-piano-10-tritone-chord-substitution-with-jazzy-sounds/,Musical Instruments
2992,Getting Started with Playing Guitar,Udemy,beginner,https://www.udemy.com/getting-started-with-playing-guitar/,Musical Instruments
2993,Piano Playing: Reading and Playing Classical Tunes Vol.II,Udemy,beginner,https://www.udemy.com/piano-playing-reading-and-playing-classical-tunes-volii/,Musical Instruments
2994,Harmonica Jamz: The Only Course on Jammin' with Friends,Udemy,beginner,https://www.udemy.com/harmonicajamz/,Musical Instruments
2995,Guitar - Learn 10 Legendary Chord Progressions for Guitar,Udemy,beginner,https://www.udemy.com/10-beginner-chord-progressions-/,Musical Instruments
2996,Guitar - Blues Guitar for Beginners,Udemy,beginner,https://www.udemy.com/beginner-blues-guitar/,Musical Instruments
